BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,Book format,Language,GenreLink,Series,PublishYear
400011,The Deceivers,John Masters,3.98,256,79,112,50,12,3,19,320,Paperback,English,389445,The Savage Family Chronicles,1952
400002,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,4.23,82561,38195,29367,11481,2589,929,7798,288,Hardcover,English,841198,None,1994
400014,Going Home,Dave Sim,3.3,404,65,108,143,61,27,21,432,Paperback,English,389448,Cerebus,2000
400016,Unforgettable,Cecily von Ziegesar,3.79,5281,1543,1645,1618,379,96,82,288,Paperback,English,389450,It Girl,2007
400017,Understanding Girls with ADHD,"Kathleen G. Nadeau, Patricia O. Quinn, Ellen B. Littman",4.17,297,124,115,46,9,3,32,293,Paperback,English,389451,None,1999
400021,Form and Void,"Dave Sim, Gerhard",3.19,376,62,86,120,77,31,21,370,Paperback,English,389455,Cerebus,2001
400018,Song of Napalm: Poems,"Bruce Weigl, Robert  Stone",4.22,157,76,45,32,3,1,18,70,Paperback,English,389452,None,1988
400022,Rick's Story,"Dave Sim, Gerhard",3.18,465,72,96,176,85,36,25,247,Paperback,English,389456,Cerebus,1998
400019,Girls Will Be Girls: Raising Confident and Courageous Daughters,"JoAnn Deak, Teresa Barker",3.81,352,88,135,108,16,5,56,304,Paperback,English,389453,None,2002
400034,"A Sufi Saint of the Twentieth Century: Shaikh Ahmad Al-'Alawi, His Spiritual Heritage & Legacy",Martin Lings,4.27,187,98,54,27,4,4,12,242,Paperback,English,389468,None,1971
400047,The Yom Kippur War: The Epic Encounter That Transformed the Middle East,Abraham Rabinovich,4.29,1033,477,402,135,14,5,92,543,Paperback,English,389481,None,2004
400049,Julie,Jean Craighead George,3.91,5331,1612,1951,1481,234,53,155,224,Paperback,English,3386737,Julie of the Wolves,1994
400065,Hypatia of Alexandria,"Maria Dzielska, F. Lyra",3.65,337,71,132,90,33,11,58,176,Paperback,English,389499,None,1993
400064,The Rise and Fall of Alexandria: Birthplace of the Modern Mind,"Justin Pollard, Howard Reid",4.12,1326,521,510,245,37,13,155,352,Hardcover,English,389498,None,2006
400068,The Works of Philo,"Philo of Alexandria, Charles Duke Yonge, David M. Scholer",4.15,193,79,69,41,2,2,7,863,Hardcover,English,389502,None,1991
400077,She's Not the Man I Married: My Life with a Transgender Husband,Helen Boyd,3.65,383,96,125,111,33,18,42,311,Paperback,English,389510,None,2007
400073,On the Far Side of the Mountain,Jean Craighead George,3.9,8707,2652,3191,2331,442,91,328,288,Hardcover,English,1096077,Mountain,1990
400074,The Thin Man,"Dashiell Hammett, William Dufris",3.94,30084,9272,12259,6635,1457,461,2162,6,Audio CD,English,1336952,None,1934
400080,Brian's Hunt,Gary Paulsen,4.05,10605,4223,3467,2278,462,175,699,103,Hardcover,English,6813,Brian's Saga,2003
400087,The Quilt,Gary Paulsen,3.8,420,108,160,118,27,7,84,96,Library Binding,English,51261,Alida,2004
400082,The Car,Gary Paulsen,3.81,1291,406,423,316,102,44,211,192,Hardcover,English,389515,None,1994
400083,How Angel Peterson Got His Name,Gary Paulsen,3.93,1294,439,463,288,73,31,243,111,Hardcover,English,389516,None,2003
400081,The Cookcamp,"Gary Paulsen, Neil Waldman",3.78,712,197,246,199,55,15,86,117,Paperback,English,389514,Alida,1991
400084,The Glass Cafe: Or the Stripper and the State; How My Mother Started a War with the System That Made Us Kind of Rich and a Little Bit Famous,Gary Paulsen,3.49,365,82,95,124,47,17,73,112,Hardcover,English,655548,Tales to Tickle the Funnybone,2003
400089,Dogteam,"Gary Paulsen, Ruth Wright Paulsen",3.71,151,38,53,43,12,5,28,32,Hardcover,English,389522,None,1993
400094,Harris and Me: A Summer Remembered,"Gary Paulsen, Wendell Minor",4.2,5047,2481,1498,769,205,94,786,168,Hardcover,English,389527,Tales to Tickle the Funnybone,1993
400088,The Time Hackers,Gary Paulsen,3.41,382,69,102,146,47,18,76,96,Hardcover,English,962385,None,2005
400090,Mr. Tucket,Gary Paulsen,4.04,2140,810,786,413,90,41,248,176,Hardcover,English,409919,The Tucket Adventures,1994
400091,Molly McGinty Has a Really Good Day,Gary Paulsen,3.62,242,59,67,84,28,4,46,105,Hardcover,English,389524,Tales to Tickle the Funnybone,2004
400092,The Voyage of the Frog,Gary Paulsen,3.58,1459,305,477,496,119,62,178,187,Paperback,English,319621,None,1989
400093,The Monument,Gary Paulsen,3.67,449,110,149,135,44,11,46,151,Hardcover,English,275985,None,1991
400095,A Christmas Sonata,"Gary Paulsen, Leslie Bowman",3.65,259,55,85,98,16,5,53,80,Hardcover,English,655472,None,1992
400096,Nightjohn,"Gary Paulsen, Jerry Pinkney",3.84,4917,1456,1768,1264,314,115,894,92,Hardcover,English,1044917,Sarny,1993
400116,How to Cook a Tart,Nina Killham,3.06,674,74,159,238,142,61,140,368,Hardcover,English,389549,None,2002
400117,The Tibetan Book of Living and Dying,"Sogyal Rinpoche, Andrew Harvey",4.2,25248,12133,7853,3858,954,450,725,4,Audiobook,English,2899219,None,1992
400120,"Banvard's Folly: Tales of Renowned Obscurity, Famous Anonymity, and Rotten Luck",Paul  Collins,3.98,680,218,263,165,32,2,95,286,Hardcover,English,19316,None,2001
400121,The grifters,Jim Thompson,3.86,10538,3171,4172,2154,651,390,483,288,Paperback,English,97595,None,1963
2051,The Simple Art of Murder,Raymond Chandler,4.15,5561,2183,2201,1018,136,23,227,384,Paperback,English,1165594,None,1944
400137,All About Braising: The Art of Uncomplicated Cooking,Molly Stevens,4.13,1855,875,536,299,96,49,38,481,Hardcover,English,389567,None,2004
400131,The Long Goodbye,"Donald Domonkos, Raymond Chandler",4.21,35538,15222,13879,5248,887,302,2169,87,Paperback,English,998106,Philip Marlowe,1953
400134,Long Goodbye,Raymond Chandler,4.21,35538,15222,13879,5248,887,302,2169,288,Hardcover,English,998106,Philip Marlowe,1953
400140,How to Eat to Live,Elijah Muhammad,4.24,347,201,74,40,19,13,29,123,Paperback,English,389570,None,1992
400141,How to Eat to Live,Elijah Muhammad,4.24,347,201,74,40,19,13,29,210,Paperback,English,389570,None,1992
400142,The Eat to Live Diet: Lose 20 Pounds or More in Six Weeks - Safely,Joel Fuhrman,4.13,13833,5903,4832,2325,583,190,1410,256,Paperback,English,389572,None,2003
400148,Moon Crossing Bridge,Tess Gallagher,4.04,164,61,62,30,9,2,17,128,Hardcover,English,1914411,None,1992
400147,English Food,"Jane Grigson, Sophie Grigson",4.21,335,155,112,55,10,3,10,400,Paperback,English,389577,None,1974
400162,Vineland,"Thomas Pynchon, Manuel Sáenz de Heredia",3.69,9874,2208,3789,2795,814,268,661,368,Paperback,Spanish,1934,None,1990
400193,The Collected Stories of Bellow,Saul Bellow,4.04,854,290,354,168,37,5,57,288,Audiobook,English,516589,None,1992
400194,Ravelstein,Saul Bellow,3.63,3193,641,1197,970,299,86,285,240,Hardcover,English,1427,None,2000
400201,A Frolic of His Own,William Gaddis,3.84,1499,501,489,336,118,55,132,594,Paperback,English,1760583,None,1994
400195,Ravelstein,Saul Bellow,3.63,3193,641,1197,970,299,86,285,288,Paperback,German,1427,None,2000
400196,The Lords of Discipline,Pat Conroy,4.31,25378,12295,9377,3122,455,129,1429,498,Mass Market,English,82450,None,1980
85443,The Lords of Discipline,Pat Conroy,4.31,25378,12295,9377,3122,455,129,1429,512,Mass Market Paperback,English,82450,None,1980
400202,A Frolic Of His Own,William Gaddis,3.84,1499,501,489,336,118,55,132,586,Hardcover,English,1760583,None,1994
400199,The Lords of Discipline-V1,Pat Conroy,4.31,25378,12295,9377,3122,455,129,1429,288,Audio Cassette,English,82450,None,1980
400211,Black Mesa Poems,Jimmy Santiago Baca,4.0,179,61,74,32,7,5,11,126,Paperback,English,389636,None,1989
400214,Martín and Mediations on the South Valley: Poems,Jimmy Santiago Baca,4.28,276,129,103,37,6,1,14,104,Hardcover,English,1131090,None,1987
400224,Cosmic Trigger 1: The Final Secret of the Illuminati,"Robert Anton Wilson, Timothy Leary, Saul-Paul Sirag, John Thompson",4.27,3611,1777,1170,548,83,33,174,320,Paperback,English,7928,Cosmic Trigger,1977
400244,Prisoner of Sex,Norman Mailer,2.97,256,20,56,102,53,25,27,0,Paperback,English,389669,None,1971
400242,Major Barbara,"George Bernard Shaw, Dan H. Laurence",3.69,5304,1264,1827,1611,503,99,208,153,Paperback,English,1778844,None,1905
400254,What are You Like?,Anne Enright,3.33,499,83,135,176,73,32,51,272,Paperback,English,389679,None,2000
400253,The Pleasure of Eliza Lynch,Anne Enright,3.02,302,30,80,98,55,39,58,240,Paperback,English,389678,None,2002
400255,Making Babies: Stumbling Into Motherhood,Anne Enright,3.49,918,194,284,275,110,55,159,196,Hardcover,English,389681,None,2004
400256,Making Babies: Stumbling into Motherhood,Anne Enright,3.49,918,194,284,275,110,55,159,196,Paperback,English,389681,None,2004
100885,The Wig My Father Wore,Anne Enright,3.03,285,40,64,84,58,39,38,224,Paperback,English,97278,None,1995
400258,The Gathering,Anne Enright,3.09,20485,2354,5247,6767,4149,1968,3115,261,Hardcover,English,2513655,None,2007
400261,The Drunken Driver Has the Right of Way: Poems,Ethan Coen,3.33,203,31,56,78,25,13,32,144,Hardcover,English,389686,None,2001
400268,The Man in the High Castle,"Philip K. Dick, George Guidall",3.62,183852,38952,65669,54606,18813,5812,12082,0,Audio Cassette,English,2398287,None,1962
400270,We Can Build You,Philip K. Dick,3.57,3635,583,1364,1285,338,65,255,256,Paperback,English,1399365,None,1972
400283,"Stray Bullets, Vol. 2: Somewhere Out West",David Lapham,4.21,436,198,157,58,20,3,32,224,Paperback,English,389708,Stray Bullets,2005
400288,Obediencia Debida: Del 11-s a Las Torturas de Abu Ghraib,"Seymour M. Hersh, Luis Murillo, Isabel Murillo Fort",3.97,1083,325,465,236,46,11,70,520,Paperback,Spanish,300888,None,2004
400247,Scum,"Isaac Bashevis Singer, Rosaline Dukalsky Schwartz",3.66,363,68,147,110,32,6,24,228,Paperback,English,389673,None,1991
400284,Stray Bullets Volume 1 Hc Innocence of Nihilism,David Lapham,4.18,995,430,373,142,43,7,86,264,Hardcover,English,1234735,Stray Bullets,2001
400289,La hipótesis de la felicidad: la búsqueda de verdades modernas en la sabiduría antigua,Jonathan Haidt,4.09,28785,11991,10072,4696,1258,768,1758,342,Paperback,Spanish,3587,None,2006
400248,Scum,Isaac Bashevis Singer,3.66,363,68,147,110,32,6,24,288,Paperback,English,389673,None,1991
8657928,L'amicizia,"Marcus Tullius Cicero, Emma Maria Gigliozzi",3.79,925,220,374,259,58,14,65,100,Mass Market Paperback,Italian,3401561,None,45
400300,"Laelius, on Friendship and the Dream of Scipio (Classical Texts)","Marcus Tullius Cicero, J.G.F. Powell",3.79,925,220,374,259,58,14,65,176,Paperback,English,3401561,None,45
400307,Miss America by Day,Marilyn Van Derbur,4.28,331,170,105,41,10,5,41,561,Mass Market Paperback,English,389731,None,2003
400304,Celtic Myths and Legends,Peter Berresford Ellis,4.12,2684,1113,908,554,78,31,126,288,Hardcover,English,686769,None,1999
400306,Men and Cartoons,Jonathan Lethem,3.46,2782,307,1013,1153,269,40,237,288,ebook,English,1124942,None,2004
400308,How Many Days to America?: A Thanksgiving Story,"Eve Bunting, Beth Peck",4.03,703,250,262,158,27,6,150,32,Paperback,English,389736,None,1988
400309,How Many Days to America?: A Thanksgiving Story,"Eve Bunting, Beth Peck",4.03,703,250,262,158,27,6,150,32,Hardcover,English,389736,None,1988
400312,How Many Days To America? A Thanksgiving Story,"Eve Bunting, Beth Peck",4.03,703,250,262,158,27,6,150,32,Paperback,English,389736,None,1988
400315,Witchblade Compendium Volume 1,"Marc Silvestri, David Wohl, Brian Haberlin, Christina Z., Michael Layne Turner, Paul Jenkins, Keu Cha, Ron Marz",3.83,319,107,96,78,31,7,20,1248,Paperback,English,1116695,Witchblade,2006
400321,Witchblade Deluxe Collected Edition,"David Wohl, Michael Layne Turner, Christina Z.",3.79,634,191,206,167,50,20,66,192,Paperback,English,6771375,Witchblade Collected Editions,1997
400336,With A Little Help From My Friends: The Making of Sgt. Pepper,"George  Martin, William   Pearson",4.33,366,174,146,40,6,0,33,176,Hardcover,English,389760,None,1994
400328,Sgt. Rock: Between Hell and a Hard Place,"Brian Azzarello, Joe Kubert",3.59,239,31,103,84,18,3,25,139,Hardcover,English,389752,Vertigo Resurrected,2003
400327,Sgt. Rock: Between Hell & a Hard Place,"Brian Azzarello, Joe Kubert",3.59,239,31,103,84,18,3,25,144,Paperback,English,389752,Vertigo Resurrected,2003
